,영화명,감독,배급사,개봉일,국적,스크린수,매출액,관객수,장르,등급,연도
8668,아뉴스 데이,앤 폰테인,찬란,2017.3.30,프랑스,40,81420100,"11,314",드라마,15세이상관람가,2017
8669,아빠는 나의 여신,하라 케이노스케,"(주)드림팩트엔터테인먼트,(주)미로스페이스",2017.3.30,일본,2,1309000,179,드라마,15세이상관람가,2017
8670,엄마친구 3,명석환,(주)영화사 사계절,2017.3.30,한국,20,655000,125,멜로/로맨스,청소년관람불가,2017
8671,존 윅: 특별판,"데이빗 레이치,채드 스타헬스키","(주)제이앤씨미디어그룹,(유)조이앤시네마",2017.3.30,미국,5,30000,10,액션,청소년관람불가,2017
8672,콜리션,"이윤호,허서형",THE 픽쳐스,2017.3.30,한국,8,2336000,430,공포(호러),청소년관람불가,2017
8673,투 러버스 앤 베어,킴 누옌,(주)팝엔터테인먼트,2017.3.30,캐나다,73,26655200,"3,364",드라마,청소년관람불가,2017
8674,패왕별희 디 오리지널,첸 카이거,"(주)제이앤씨미디어그룹,(주)드림팩트엔터테인먼트",2017.3.30,중국,2,9318400,"1,085",드라마,15세이상관람가,2017
8675,하녀: 에나미,나카메구로 코우지,(주)플라이어,2017.3.30,일본,1,8000,1,드라마,청소년관람불가,2017
8676,더 와처스: 비기닝,아르툠 악세넨코,(주)퍼스트런,2017.3.31,러시아,1,5000,1,범죄,15세이상관람가,2017
8677,관능 에로실화 극장,이케시마 유타카,(주)도키엔터테인먼트,2017.4.1,일본,1,8000,1,멜로/로맨스,청소년관람불가,2017
8678,나부코,바바라 윌리스 스위츠,(주) 인스터 글로벌,2017.4.1,미국,6,52467000,"2,308",공연,전체관람가,2017
8679,속옷 보여주는 귀요미,후지타 켄지,(주)도키엔터테인먼트,2017.4.1,일본,1,8000,1,멜로/로맨스,청소년관람불가,2017
8680,전철 쾌락여행,치쿠도 테츠야,(주)도키엔터테인먼트,2017.4.1,일본,1,8000,1,멜로/로맨스,청소년관람불가,2017
8681,츠보미의 첫사랑 일기,와타나베 모토츠구,(주)도키엔터테인먼트,2017.4.1,일본,1,8000,1,멜로/로맨스,청소년관람불가,2017
8682,얼라이브,제이슨 R. 구드,(주)버킷스튜디오,2017.4.3,캐나다,1,849000,130,미스터리,12세이상관람가,2017
8683,새오빠 무삭제,이상우,(주)영화사 사계절,2017.4.4,한국,1,5000,1,멜로/로맨스,청소년관람불가,2017
8684,여배우 섹스 스캔들2 무삭제판,야마삐,(주)케이알씨지,2017.4.4,한국,1,25000,5,멜로/로맨스,청소년관람불가,2017
8685,자유부인 2017,윤대이,골든타이드픽처스(주),2017.4.4,한국,1,3000,1,멜로/로맨스,청소년관람불가,2017
8686,라이프,다니엘 에스피노사,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2017.4.5,미국,647,3786712210,"459,421",SF,15세이상관람가,2017
8687,시간위의 집,임대웅,"(주)리틀빅픽쳐스,(주)페퍼민트앤컴퍼니",2017.4.5,한국,454,987958600,"124,601",미스터리,15세이상관람가,2017
8688,어느날,이윤기,"오퍼스픽쳐스(유),CGV아트하우스",2017.4.5,한국,532,1827370582,"232,016",멜로/로맨스,15세이상관람가,2017
8689,여배우의 정사,마츠오카 다이히코,(주)아이브픽쳐스,2017.4.5,일본,1,7000,1,기타,청소년관람불가,2017
8690,개에게 처음 이름을 지어준 날,야마다 아카네,"(주)퍼스트런,글뫼 주식회사",2017.4.6,일본,53,13226000,"1,828",드라마,전체관람가,2017
8691,나를 찾아서,더스틴 마르첼리노,(주)케이알씨지,2017.4.6,미국,5,188000,49,드라마,12세이상관람가,2017
8692,나쁜 가정교사-유혹레슨,쿠니사와 미노루,(주)도키엔터테인먼트,2017.4.6,일본,1,8000,1,성인물(에로),청소년관람불가,2017
8693,"다시, 벚꽃",유해진,(주)영화사 진진,2017.4.6,한국,132,49614500,"6,199",다큐멘터리,12세이상관람가,2017
8694,도쿄 황제마사지,다케다 히데오,(주)도키엔터테인먼트,2017.4.6,일본,1,8000,1,성인물(에로),청소년관람불가,2017
8695,랜드 오브 마인,마틴 잔드블리엣,"(주)싸이더스,아이 엠",2017.4.6,덴마크,97,89516900,"12,026",드라마,15세이상관람가,2017
8696,링스,하비에르 구티에레즈,(주)다자인소프트,2017.4.6,미국,123,135470800,"16,199",공포(호러),15세이상관람가,2017
8697,불곰영웅 밤세: 도둑들의 도시,크리스티앙 릴테니우스,(주)일레븐엔터테인먼트,2017.4.6,스웨덴,46,6738000,860,애니메이션,전체관람가,2017
8698,새엄마들: 아들을 탐하다 (무삭제),칸바라 이쿠토,(주)소나무픽쳐스,2017.4.6,일본,1,5000,1,멜로/로맨스,청소년관람불가,2017
8699,슈퍼 버드,"리카르도 아나이즈,마이크 컨켈,라울 가르시아",와이드 릴리즈(주),2017.4.6,멕시코,288,173938100,"24,799",애니메이션,전체관람가,2017
8700,스튜어디스 성감마사지,다케다 히데오,(주)도키엔터테인먼트,2017.4.6,일본,1,8000,1,성인물(에로),청소년관람불가,2017
8701,시아버지의 자매 복숭아 맛보기,카토 요시카즈,(주)도키엔터테인먼트,2017.4.6,일본,1,8000,1,성인물(에로),청소년관람불가,2017
8702,어느 독재자,모흐센 마흐말바프,주식회사 디에스이이디,2017.4.6,프랑스,20,14102700,"2,039",드라마,15세이상관람가,2017
8703,어느 여름날 밤에,김헌,이상우필름,2017.4.6,한국,5,597000,91,드라마,청소년관람불가,2017
8704,여자의 일생,스테판 브리제,그린나래미디어(주),2017.4.6,프랑스,19,26746100,"3,860",멜로/로맨스,15세이상관람가,2017
8705,원스텝,전재홍,(주)드림팩트엔터테인먼트,2017.4.6,한국,33,3330000,453,드라마,12세이상관람가,2017
8706,팔극권: 불공대천,곽회중,(주)소나무픽쳐스,2017.4.6,중국,5,388000,76,액션,12세이상관람가,2017
8707,패트리어트 데이,피터 버그,(주)이수C&E,2017.4.6,미국,375,521471618,"66,074",드라마,15세이상관람가,2017
8708,플라워,"욘 가라뇨,호세 마리 고에나가",(주)모멘텀엔터테인먼트,2017.4.6,스페인,3,1829000,303,드라마,12세이상관람가,2017
8709,1812 나폴레옹 대전투,올레그 페센코,(주)케이알씨지,2017.4.6,러시아,5,190000,50,어드벤처,12세이상관람가,2017
8710,여배우와 동거,이슬,(주)케이피에이기획,2017.4.10,한국,20,596000,116,멜로/로맨스,청소년관람불가,2017
8711,청불학원: 무삭제판,최무연,(주)로드하우스,2017.4.10,한국,20,2353000,465,멜로/로맨스,청소년관람불가,2017
8712,내 친구의 남편,주종백,(주)소나무픽쳐스,2017.4.11,한국,20,1029000,202,멜로/로맨스,청소년관람불가,2017
8713,분노의 위치 헌터,스와미 M. 칸단,(주)케이알씨지,2017.4.11,미국,1,3000,1,스릴러,15세이상관람가,2017
8714,사슬 - 두 여자의 유혹,박선욱,스마일컨텐츠,2017.4.11,한국,20,599000,116,스릴러,청소년관람불가,2017
8715,어쌔신 리벤지,헨리크 쿠토,(주)케이알씨지,2017.4.11,미국,1,3000,1,서부극(웨스턴),15세이상관람가,2017
8716,로즈,짐 쉐리단,(주)박수엔터테인먼트,2017.4.12,아일랜드,125,113253541,"14,955",멜로/로맨스,15세이상관람가,2017
8717,분노의 질주: 더 익스트림,F. 게리 그레이,유니버설픽쳐스인터내셔널 코리아(유),2017.4.12,미국,"1,469",29981156348,"3,653,238",액션,15세이상관람가,2017
8718,아빠는 딸,김형협,메가박스중앙(주)플러스엠,2017.4.12,한국,520,5047634395,"646,412",코미디,12세이상관람가,2017
8719,감금유희 - 맘대로,치쿠도 테츠야,(주)도키엔터테인먼트,2017.4.13,일본,1,8000,1,성인물(에로),청소년관람불가,2017
8720,그녀들과 레슬링,다케다 히데오,(주)도키엔터테인먼트,2017.4.13,일본,1,8000,1,성인물(에로),청소년관람불가,2017
8721,극장판 어드벤처 타임: 비밀의 아일랜드,엘리자베스 이토,(주)팝엔터테인먼트,2017.4.13,미국,125,163679600,"19,986",애니메이션,전체관람가,2017
8722,댄서,스티븐 캔터,(주)엣나인필름,2017.4.13,영국,43,361971049,"44,750",다큐멘터리,15세이상관람가,2017
8723,리오의 룸싸롱 잠입,진도 마사아키,(주)도키엔터테인먼트,2017.4.13,일본,1,8000,1,성인물(에로),청소년관람불가,2017
8724,리틀 프린세스 소피아: 엘레나와 비밀의 아발로 왕국,제이미 미첼,월트디즈니컴퍼니코리아 유한책임회사,2017.4.13,미국,149,317454000,"45,484",애니메이션,전체관람가,2017
8725,부부교환의 날: 직장 상사 부부의 초대,스즈키 마사하루,(주)소나무픽쳐스,2017.4.13,일본,1,5000,1,멜로/로맨스,청소년관람불가,2017
8726,성희왕- 48체위,카시하라 타츠로,(주)도키엔터테인먼트,2017.4.13,일본,1,8000,1,성인물(에로),청소년관람불가,2017
8727,소곤소곤 별,소노 시온,제인앤유,2017.4.13,일본,5,169000,41,SF,전체관람가,2017
8728,십계: 구원의 길,알렉상드르 아반치니,(주)키다리이엔티,2017.4.13,브라질,97,104079500,"15,974",드라마,전체관람가,2017
8729,지니어스,마이클 그랜다지,(주)라이크콘텐츠,2017.4.13,영국,172,209372437,"27,167",드라마,12세이상관람가,2017
8730,테이큰 비긴즈,하워드 J. 포드,THE 픽쳐스,2017.4.13,영국,5,421000,90,드라마,15세이상관람가,2017
8731,형님아내3(아랫집 부인),이돌,이돌영화사,2017.4.13,한국,20,846000,165,멜로/로맨스,청소년관람불가,2017
8732,흑집사 -북 오브 더 아틀란틱-,아베 노리유키,(주)박수엔터테인먼트,2017.4.13,일본,94,285103000,"37,954",애니메이션,15세이상관람가,2017
8733,오텔로,크리스티안 틸레만,(주)케빈앤컴퍼니,2017.4.16,독일,7,15388500,641,공연,12세이상관람가,2017
8734,더 와처스: 잭 팟,아르툠 악세넨코,(주)퍼스트런,2017.4.17,러시아,1,3000,1,범죄,15세이상관람가,2017
8735,19금 섹스비디오 무삭제 감독판,박범수,(주)케이알씨지,2017.4.17,한국,1,3000,1,멜로/로맨스,청소년관람불가,2017
8736,거유부인의 파티,이케시마 유타카,(주)도키엔터테인먼트,2017.4.20,일본,1,8000,1,성인물(에로),청소년관람불가,2017
8737,공각기동대 신극장판,노무라 카즈야,"(주)레인메이커필름,(주)모멘텀엔터테인먼트",2017.4.20,일본,33,10383500,"1,376",애니메이션,15세이상관람가,2017
8738,기모노가 젖은 밤,세키네 카즈미,(주)도키엔터테인먼트,2017.4.20,일본,1,8000,1,성인물(에로),청소년관람불가,2017
8739,긴자의 밤황제-실화 베개 영업,요코야마 히로유키,(주)도키엔터테인먼트,2017.4.20,일본,1,8000,1,성인물(에로),청소년관람불가,2017
8740,"나의 사랑, 그리스",크리스토퍼 파파칼리아티스,(주)팝엔터테인먼트,2017.4.20,그리스,123,241875000,"30,181",드라마,15세이상관람가,2017
8741,더 플랜,최진성,(주)엣나인필름,2017.4.20,한국,156,263526895,"34,225",다큐멘터리,15세이상관람가,2017
8742,마리안느와 마가렛,윤세영,(주)팝엔터테인먼트,2017.4.20,한국,64,195549400,"28,016",다큐멘터리,전체관람가,2017
8743,모놀리스,이반 실베스트리니,이언픽쳐스,2017.4.20,이탈리아,62,13327600,"1,732",드라마,12세이상관람가,2017
8744,새엄마의 화끈한 유혹,신도 레이,(주)도키엔터테인먼트,2017.4.20,일본,1,8000,1,성인물(에로),청소년관람불가,2017
8745,아버지와 이토씨,타나다 유키,와이드 릴리즈(주),2017.4.20,일본,94,42095000,"5,631",드라마,12세이상관람가,2017
8746,오두막,스튜어트 하젤딘,판씨네마(주),2017.4.20,미국,396,581005200,"75,657",드라마,12세이상관람가,2017
8747,지렁이,윤학렬,투썸업픽쳐스,2017.4.20,한국,22,14581600,"1,921",드라마,청소년관람불가,2017
8748,청춘연애,주척여,즐감,2017.4.20,중국,5,13000,5,멜로/로맨스,12세이상관람가,2017
8749,친구엄마 2017: 친구가 집에 없던 날,이진,(주)소나무픽쳐스,2017.4.20,한국,1,5000,1,멜로/로맨스,청소년관람불가,2017
8750,콜로설,나초 비갈론도,(주)드림팩트엔터테인먼트,2017.4.20,캐나다,305,114967100,"14,687",액션,12세이상관람가,2017
8751,터진 욕정의 유부녀,요리다 헤이스케,(주)도키엔터테인먼트,2017.4.20,일본,1,8000,1,성인물(에로),청소년관람불가,2017
8752,파운더,존 리 행콕,CGV아트하우스,2017.4.20,미국,288,274920900,"34,517",드라마,15세이상관람가,2017
8753,파워레인져스: 더 비기닝,딘 이스라엘리트,(주)넥스트엔터테인먼트월드(NEW),2017.4.20,미국,479,570203561,"72,495",액션,12세이상관람가,2017
8754,퍼펙트 킬러,저스틴 스틸,(주)케이알씨지,2017.4.20,미국,1,3000,1,액션,청소년관람불가,2017
8755,하고 싶은 날 무삭제,장정관,(주)푸른별 엔터테인먼트,2017.4.20,한국,1,5000,1,멜로/로맨스,청소년관람불가,2017
8756,1940: 최강의 독일 전차부대,로니 에즈라,(주)소나무픽쳐스,2017.4.20,덴마크,5,388000,76,전쟁,15세이상관람가,2017
8757,가정교사-맛있는 섹스 비밀 수업,이전,(주)케이알씨지,2017.4.21,한국,20,679000,140,멜로/로맨스,청소년관람불가,2017
8758,더 호드,자레드 콘,(주)시네마리퍼블릭,2017.4.21,미국,1,3000,1,액션,청소년관람불가,2017
8759,암살교실: 졸업편,하스미 에이이치로,(주)에이원엔터테인먼트,2017.4.21,일본,46,6699500,874,액션,12세이상관람가,2017
8760,아시안 스쿨 걸즈,로렌스 실버스타인,(주)케이알씨지,2017.4.25,미국,1,3000,1,액션,청소년관람불가,2017
8761,착한불륜,에로핑,(주)인포투스,2017.4.25,한국,5,848000,170,멜로/로맨스,청소년관람불가,2017
8762,킹덤 오브 글래디에이터,스테파노 밀라,(주)케이알씨지,2017.4.25,미국,1,3000,1,액션,15세이상관람가,2017
8763,나는 부정한다,믹 잭슨,(주)티캐스트,2017.4.26,영국,104,250925125,"31,172",드라마,12세이상관람가,2017
8764,"서서평, 천천히 평온하게","홍주연,홍현정",커넥트픽쳐스(주),2017.4.26,한국,234,875685400,"123,036",다큐멘터리,전체관람가,2017
8765,워킹데드: 핫 바디,자렛 타놀,(주)케이알씨지,2017.4.26,미국,1,6000,2,공포(호러),15세이상관람가,2017
8766,임금님의 사건수첩,문현성,(주)씨제이이엔엠,2017.4.26,한국,"1,054",12648793723,"1,634,403",코미디,12세이상관람가,2017
8767,작은 엄마: 삼촌의 아내를 탐하다,이진,(주)소나무픽쳐스,2017.4.26,한국,1,5000,1,멜로/로맨스,청소년관람불가,2017
8768,젊은 아내,나루세 코코미,(주)소나무픽쳐스,2017.4.26,일본,1,5000,1,멜로/로맨스,청소년관람불가,2017
8769,특별시민,박인제,(주)쇼박스,2017.4.26,한국,"1,154",10494768945,"1,362,634",드라마,15세이상관람가,2017
8770,극장판 또봇: 로봇군단의 습격,"이달,고동우",(주)씨제이이엔엠,2017.4.27,한국,231,1089135300,"141,592",애니메이션,전체관람가,2017
8771,극장판 쿠로코의 농구 라스트 게임,타다 슌스케,(주)박수엔터테인먼트,2017.4.27,일본,96,462290000,"62,393",애니메이션,12세이상관람가,2017
8772,농염한 불륜녀,세키네 카즈미,(주)도키엔터테인먼트,2017.4.27,일본,1,8000,1,성인물(에로),청소년관람불가,2017
8773,다이노 어드벤처: 먹이사슬의 제왕,나이젤 패터슨,(주)박수엔터테인먼트,2017.4.27,영국,37,14319500,"2,168",애니메이션,전체관람가,2017
8774,런던 프라이드,매튜 워처스,(주)영화사 진진,2017.4.27,영국,37,100072200,"13,035",코미디,15세이상관람가,2017
8775,아내의 동영상,강명진,제이프러스미디어,2017.4.27,한국,20,955000,189,멜로/로맨스,청소년관람불가,2017
8776,에로 코스프레 파티,야마시타 타츠로,(주)도키엔터테인먼트,2017.4.27,일본,1,8000,1,성인물(에로),청소년관람불가,2017
